licitacao_id,item_portfolio_id,descricao_portfolio,score,tipo_match
4249860000017120256540_PE 279/25/2025,,"SORO FISIOLOGICO 0,9 % SF C/50 FR 250 ML",75.41%,ALTO
4249860000017120256540_PE 279/25/2025,,"SORO FISIOLOGICO 0,9 % SF C/60 FR 100 ML",75.41%,ALTO
4249860000017120256540_PE 279/25/2025,,"SORO FISIOLOGICO 0,9% SF 100ML C/100 BOLSAS",70.77%,ALTO
4249860000017120256547_PE 285/25/2025,,PAROXETINA 20MG *(C-1) CX/30 CPR,58.54%,MÉDIO
4249860000017120256547_PE 285/25/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
4249860000017120256551_PE 280/25/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
4249860000017120256550_PE 278/25/2025,,CARBONATO LITIO 300 MG *(C1) BLYT CX/50 COMP,75.76%,ALTO
4249860000017120256550_PE 278/25/2025,,CARBONATO LITIO 300MG *(C1) CX 500 CPR (G),57.69%,MÉDIO
4249860000017120256550_PE 278/25/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
4249860000017120256550_PE 278/25/2025,,TRAMADOL  50 MG  CX/100 CAPS. *(A-2),53.66%,MÉDIO
110225970013252025734_04525/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,66.67%,MÉDIO
110225970013252025734_04525/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,66.67%,MÉDIO
110225970013252025734_04525/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,66.67%,MÉDIO
110225970013252025734_04525/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,65.45%,MÉDIO
110225970013252025734_04525/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,63.16%,MÉDIO
13937032000160202623_0319/2025/2026,,HALOPERIDOL 5MG CX/200 CPR (I),56.41%,MÉDIO
13937032000160202623_0319/2025/2026,,HALOPERIDOL 1MG CX/200 CPRS *(C-1),52.38%,MÉDIO
13937032000160202623_0319/2025/2026,,HALOPERIDOL 2MG/ML GOTAS 20 ML *(C-1) (G),50.00%,MÉDIO
13937032000160202623_0319/2025/2026,,HALOPERIDOL 5MG CX/50 AMP 1ML *(C-1),50.00%,MÉDIO
1393703200016020252793_781/2025/2025,,TOUCA DESC TNT SANFONADA C/ELAST. PCT C/100,54.55%,MÉDIO
6074731800016220251894_91557/2025,,CLOREXIDINA 2% AQUOSA 100ML,100.00%,ALTO
6074731800016220251894_91557/2025,,CLOREXIDINA 2% SOL.ALCOOLICA 100ML,100.00%,ALTO
6074731800016220251894_91557/2025,,CLOREXIDINA 1% AQUOSA 100 ML FR,96.55%,ALTO
6074731800016220251894_91557/2025,,CLOREXIDINA 4% DEGERMANTE 100ML,96.55%,ALTO
6074731800016220251894_91557/2025,,"CLOREXIDINA 0,5% SOL.ALCOÓLICA 100ML ALMOT",92.11%,ALTO
003947000001082025543_90311/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
4637780000012720255764_90104/2025,,MONITOR DE GLICOSE ON CALL PLUS,52.78%,MÉDIO
46374500000194202512750_90114/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,56.14%,MÉDIO
0039454400018520253090_90147/2025,,SULFATO FERROSO 125MG/ML 30ML,51.28%,MÉDIO
46374500000194202512755_90277/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
463745000001942026246_90001/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
00394452000103202524813_90003/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
4637450000019420261265_90019/2026,,"EQUIPO NUTRI C/FILTRO DE AR 1,5 MTS",51.28%,MÉDIO
4637450000019420261265_90019/2026,,"ATROPINA 0,25% CX/100  1ML",50.00%,MÉDIO
6044804000012220251048_91061/2025,,BROMOPRIDA 10 MG (G) CAP C/20,82.61%,ALTO
6044804000012220251048_91061/2025,,TIGECICLINA 50 MG  PO LIOF INJ 10 FA,79.31%,ALTO
6044804000012220251048_91061/2025,,TRAMADOL 50 MG/ML C/50 AMP 1ML *(A-2) (G),75.47%,ALTO
6044804000012220251048_91061/2025,,CLINDAMICINA 300 MG CX/ 16 CAP (I) (G),73.08%,ALTO
6044804000012220251048_91061/2025,,ENALAPRIL 10 MG C/500 CPR (G),71.43%,ALTO
01989813000119202567_PE 54/2025,,"SORO FISIOLOGICO 0,9 % SF FR 500 ML",73.08%,ALTO
01989813000119202567_PE 54/2025,,"SORO FISIOLOGICO 0,9% SF BOLSA 1000ML",69.09%,MÉDIO
01989813000119202567_PE 54/2025,,"SORO FISIOLOGICO 0,9 % SF C/50 FR 250 ML",66.67%,MÉDIO
01989813000119202567_PE 54/2025,,"SORO FISIOLOGICO 0,9 % SF C/60 FR 100 ML",66.67%,MÉDIO
01989813000119202567_PE 54/2025,,"SORO FISIOLOGICO 0,9% SF 100ML C/100 BOLSAS",62.30%,MÉDIO
07954480000179202424985_202425055/2024,,CREME DERMO PROTETOR 60G RESTAURADOR,55.38%,MÉDIO
07954480000179202424985_202425055/2024,,ALCOOL 70% MEDICAMENTO 1000 ML,55.17%,MÉDIO
07954480000179202525289_202513854/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,60.24%,MÉDIO
07954480000179202525289_202513854/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,59.26%,MÉDIO
07954480000179202525289_202513854/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,57.50%,MÉDIO
07954480000179202525289_202513854/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,57.50%,MÉDIO
07954480000179202525289_202513854/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,57.50%,MÉDIO
07954480000179202525294_202529810/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,60.24%,MÉDIO
07954480000179202525294_202529810/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,59.26%,MÉDIO
07954480000179202525294_202529810/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,57.50%,MÉDIO
07954480000179202525294_202529810/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,57.50%,MÉDIO
07954480000179202525294_202529810/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,57.50%,MÉDIO
07954480000179202525296_202516250/2025,,"CATETER TIPO OCULOS ADULTO 1,50",55.81%,MÉDIO
1393703200016020252814_045//2025/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,53.06%,MÉDIO
1393703200016020252814_045//2025/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,53.06%,MÉDIO
1393703200016020252814_045//2025/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,53.06%,MÉDIO
1393703200016020252814_045//2025/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,52.00%,MÉDIO
6074731800016220251899_91572/2025,,PROMETAZINA 25 MG CX/200 COMP,59.70%,MÉDIO
6074731800016220251899_91572/2025,,BISOPROLOL 5MG C/30CPR,56.67%,MÉDIO
6074731800016220251899_91572/2025,,MORFINA 10 MG CX/50 COMP *(A1) DIMORF,55.56%,MÉDIO
6074731800016220251899_91572/2025,,"OXIBUPROCAINA 0,4% 10 ML COLIRIO",55.07%,MÉDIO
6074731800016220251899_91572/2025,,ISOTRETINOINA 20MG CX/500 CAPS (G),54.29%,MÉDIO
6074731800016220251902_91624/2025,,ATORVASTATINA CALCICA 20MG C/30 CPR (G),72.41%,ALTO
6074731800016220251902_91624/2025,,ATORVASTATINA 10MG CX/30 CPRS (G),59.09%,MÉDIO
6074731800016220251902_91624/2025,,ATORVASTATINA 40MG CX/30 CPRS (G),59.09%,MÉDIO
6074731800016220251903_91617/2025,,BROMOPRIDA 10MG  CX/100 AMP 2ML (G),63.83%,MÉDIO
6074731800016220251903_91617/2025,,BROMOPRIDA 10 MG (G) CAP C/20,59.38%,MÉDIO
6074731800016220251903_91617/2025,,BRIMONIDINA 2MG/ML COLIRIO FR 5ML,54.29%,MÉDIO
6074731800016220251903_91617/2025,,BRIMONIDINA 2MG FR 5ML COLIRIO,53.73%,MÉDIO
6074731800016220251903_91617/2025,,BIPERIDENO 2MG CX.C/200 COMP CINETOL(*C-1,53.33%,MÉDIO
6074731800016220251896_91622/2025,,DROPERIDOL+FENTANIL 2ML (*A-1) NILPERIDOL,75.41%,ALTO
6074731800016220251896_91622/2025,,"DROPERIDOL 2,5 MG/ML CX/50 AMP 1ML* (C-1)",73.33%,ALTO
6074731800016220251896_91622/2025,,DIAZEPAM 10MG C/100 AMP 2ML *(B-1) (G),65.31%,MÉDIO
6074731800016220251896_91622/2025,,DIAZEPAM 10 MG CX/1000 CPR *(B-1),63.64%,MÉDIO
6074731800016220251896_91622/2025,,"FENTANILA 0,05MG AMP 2ML CX/50",63.64%,MÉDIO
47018676000176202613_90003/2026,,AZITROMICINA 500MG C/500 CPRS (S) (I),53.33%,MÉDIO
6044804000012220251050_91063/2025,,TRAMADOL 50 MG/ML C/50 AMP 1ML *(A-2) (G),86.21%,ALTO
6044804000012220251050_91063/2025,,TRAMADOL 50MG C/100 AMP 1ML *(A-2) (G),77.78%,ALTO
6044804000012220251050_91063/2025,,SERTRALINA 50 MG CX/490 COM *(C-1) (G),75.47%,ALTO
6044804000012220251050_91063/2025,,SEVOFLURANO FR. 250 ML GENERIC *(C-1),75.47%,ALTO
6044804000012220251050_91063/2025,,SULFADIAZINA PRATA 10MG PT 400G (G),75.47%,ALTO
184313120006202025270_90579/2025,,BRIMONIDINA 2MG/ML COLIRIO FR 5ML,80.00%,ALTO
184313120006202025270_90579/2025,,BRIMONIDINA 2MG FR 5ML COLIRIO,77.55%,ALTO
184313120006202025270_90579/2025,,"BIMATOPROSTA 0,3MG/ML 3ML FR BIMAGAN",64.15%,MÉDIO
184313120006202025270_90579/2025,,"BETAXOLOL 0,5% COLIRIO 5ML",61.11%,MÉDIO
184313120006202025270_90579/2025,,"OXIBUPROCAINA 0,4% 10 ML COLIRIO",55.81%,MÉDIO
6074731800016220251909_91618/2025,,RIVAROXABANA 10MG CX/30 CPR,61.54%,MÉDIO
6074731800016220251909_91618/2025,,MORFINA 10 MG CX/50 COMP *(A1) DIMORF,52.05%,MÉDIO
6074731800016220251909_91618/2025,,COMPRE.GAZE NAO ESTERIL 09 FIOS 105GR,50.00%,MÉDIO
6074731800016220251909_91618/2025,,DEXCLORFENIRAMINA 2 MG COMP C/500 COMP,50.00%,MÉDIO
6074731800016220251909_91618/2025,,LEVOTIROXINA 50MCG C/30 CPR (G),50.00%,MÉDIO
6074731800016220251906_91670/2025,,AMPICILINA 2G+SULBACTAM 1G C/20 F/A (G),84.38%,ALTO
6074731800016220251906_91670/2025,,AMPICILINA 1G CX C/100  F/A CILINON,76.36%,ALTO
003947000001082025549_90314/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
46374500000194202512791_90197/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,57.14%,MÉDIO
46374500000194202512794_90115/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,56.14%,MÉDIO
46374500000194202512793_90044/2025,,CEFTRIAXONA 1G PO IV F/A CX/100 (G),50.00%,MÉDIO
1512643700030520254462_90155/2025,,CURATIVO DE ESPUMA ABSORV. ESTERIL (I),55.77%,MÉDIO
455474030001932025243_00093/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
6044804000012220251056_91064/2025,,DEXMEDETOMIDINA 100 MCG/ML C/25 FA 2ML,84.85%,ALTO
6044804000012220251056_91064/2025,,CEFUROXIMA 750 MG CX C/50 F/A (G),78.43%,ALTO
6044804000012220251056_91064/2025,,CEFEPIMA 1G C/50 F/A (G),77.78%,ALTO
6044804000012220251056_91064/2025,,ESMOLOL 10MG/ML SOL INJ 10ML  C/25 F/A,72.41%,ALTO
6044804000012220251056_91064/2025,,TIGECICLINA 50 MG  PO LIOF INJ 10 FA,67.92%,MÉDIO
07954480000179202424986_202433474/2024,,CREME DERMO PROTETOR 60G RESTAURADOR,55.38%,MÉDIO
07954480000179202424986_202433474/2024,,ALCOOL 70% MEDICAMENTO 1000 ML,55.17%,MÉDIO
1393703200016020252818_782/2025/2025,,ALCOOL 70% 100 ML ALMOTOLIA,51.43%,MÉDIO
1393703200016020252822_789/2025/2025,,ALCOOL 70% 100 ML ALMOTOLIA,51.43%,MÉDIO
46854998000192202611_90012/2026,,"SERINGA 0,5 ML C/AGULHA 8,0 X 0,30 P/INSULINA",71.88%,ALTO
46854998000192202611_90012/2026,,SERINGA 3 ML C/AGULHA LOCK,70.00%,ALTO
46854998000192202611_90012/2026,,SERINGA 5 ML C/AGULHA LOCK,70.00%,ALTO
46854998000192202611_90012/2026,,SERINGA 20 ML C/AGULHA LOCK,68.29%,MÉDIO
46854998000192202611_90012/2026,,SERINGA 60 ML S/AGULHA LOCK,68.29%,MÉDIO
0039454400018520253114_90123/2025,,"BROME. IPRATROPIO 0,25MG/ML 20 ML C/200 (G)",84.38%,ALTO
0039454400018520253114_90123/2025,,CLOR.SODIO 20 % 10ML CX/200,61.11%,MÉDIO
0039454400018520253114_90123/2025,,CLOR.SODIO 20% 10ML CX/200 FR,56.41%,MÉDIO
0039454400018520253114_90123/2025,,CLOR.DE POTASSIO 10%  10ML CX 200,52.38%,MÉDIO
0039454400018520253114_90123/2025,,"CLOR.DE POTASSIO 19,1%  10ML CX 200",50.00%,MÉDIO
07954480000179202525335_202528886/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,60.24%,MÉDIO
07954480000179202525335_202528886/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,59.26%,MÉDIO
07954480000179202525335_202528886/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,57.50%,MÉDIO
07954480000179202525335_202528886/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,57.50%,MÉDIO
07954480000179202525335_202528886/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,57.50%,MÉDIO
07954480000179202525333_202515066/2025,,CREME DERMO PROTETOR 60G RESTAURADOR,54.55%,MÉDIO
1057202200018020251354_90938/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
1057202200018020251356_90932/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
184313120006202025273_90609/2025,,AMOXICILINA 500 MG CX/ 21 CAPS (G),52.38%,MÉDIO
184313120006202025273_90609/2025,,AMOXICILINA 500MG GEN C/840 CAPS,51.16%,MÉDIO
1386437700013020252231_91281/2025,,METOPROLOL 1MG/ML C/5 AMP 5ML,51.28%,MÉDIO
1102259700124420262_03786/2026,,"CATETER TIPO OCULOS ADULTO 1,50",62.22%,MÉDIO
07954480000179202525358_91254/2025,,"CATETER TIPO OCULOS ADULTO 1,50",55.81%,MÉDIO
4637450000019420261256_90017/2026,,AMOXICILINA 500 MG CX/ 21 CAPS (G),52.38%,MÉDIO
4637450000019420261256_90017/2026,,AMOXICILINA 500MG GEN C/840 CAPS,51.16%,MÉDIO
24082016000159202616_90204/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,53.66%,MÉDIO
1386437700013020268_90005/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,71.11%,ALTO
1386437700013020268_90005/2026,,METFORMINA 850 MG C/500 CPR (G),61.90%,MÉDIO
1386437700013020268_90005/2026,,METFORMINA 500MG C/30 CPR (G),54.05%,MÉDIO
1386437700013020268_90005/2026,,BROMOPRIDA 10 MG (G) CAP C/20,50.00%,MÉDIO
1386437700013020268_90005/2026,,DIAZEPAM 10 MG CX/1000 CPR *(B-1),50.00%,MÉDIO
0810944400017120265_90001/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
249504950001882025228_00155/2025,,SUPLEMENTO ALIMENTAR 340 MG CX/510 CPR,68.97%,MÉDIO
2485933200019420261_00001/2026,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,50.00%,MÉDIO
2485933200019420261_00001/2026,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,50.00%,MÉDIO
2485933200019420261_00001/2026,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,50.00%,MÉDIO
4637450000019420261258_90021/2026,,HALOPERIDOL 5MG CX/200 CPR (I),56.41%,MÉDIO
4637450000019420261258_90021/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,52.38%,MÉDIO
4637450000019420261258_90021/2026,,HALOPERIDOL 1MG CX/200 CPRS *(C-1),52.38%,MÉDIO
4637450000019420261258_90021/2026,,"HALOPERIDOL DECAN. 70,52MG/ML C/3 1ML (I)",51.61%,MÉDIO
4637450000019420261258_90021/2026,,"HALOPERIDOL DECAN. 70,52MG/ML C/3 AMP.1ML",50.53%,MÉDIO
151264370003052026678_90002/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,51.52%,MÉDIO
00394544000185202646_91002/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,51.69%,MÉDIO
6044804000012220262_90001/2026,,PARACETAMOL 500 MG C/500 CPR,85.71%,ALTO
6044804000012220262_90001/2026,,LIDOCAINA 10 % SPRAY 50ML (G),83.72%,ALTO
6044804000012220262_90001/2026,,"LEVONORGESTREL 1,5 MG CPR C/1",77.27%,ALTO
6044804000012220262_90001/2026,,PROPOFOL 10 MG/ML CX/5 AMP 10 ML  ( T ),75.56%,ALTO
6044804000012220262_90001/2026,,PROPOFOL 10MG/ML CX/10 AMP. 20 ML,73.91%,ALTO
1057202200018020251363_90887/2025,,CURATIVO DE ESPUMA ABSORV. ESTERIL (I),54.17%,MÉDIO
271505490001192025335_00061/2025,,MONITOR DE GLICOSE ON CALL PLUS,50.00%,MÉDIO
271505490001192025336_00091/2025,,HIDRALAZINA 25MG CPR C/20,86.36%,ALTO
271505490001192025336_00091/2025,,HIDRALAZINA 50 MG CPR C/20,79.07%,ALTO
271505490001192025336_00091/2025,,HIDROCLOROTIAZIDA 25MG C/500 CPR (G),78.57%,ALTO
271505490001192025336_00091/2025,,METILDOPA 250 MG C/500 CPR (G),72.73%,ALTO
271505490001192025336_00091/2025,,ESPIRONOLACTONA 50 MG C/30 COM (G),72.00%,ALTO
01409580000138202662_117417/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
151807140001042025327_90141/2025,,"COMPLEXO ""B"" C/500 DRG",57.14%,MÉDIO
4637780000012720255799_90187/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,65.12%,MÉDIO
182443760001072025318_00127/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
07954480000179202525380_202525031/2025,,CREME DERMO PROTETOR 60G RESTAURADOR,54.55%,MÉDIO
0393010600018220267_PE 013/2026,,CURATIVO DE ESPUMA ABSORV. ESTERIL (I),54.29%,MÉDIO
1984392900010020251005_00382/2025,,ABSORVENTE HOSPITALAR PCT/20 FD 160,51.61%,MÉDIO
1984392900010020251005_00382/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,51.06%,MÉDIO
1984392900010020251005_00382/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,50.53%,MÉDIO
1984392900010020251005_00382/2025,,"CLOREXIDINA 0,12% ANTISSEPTICO BUCAL 250ML",50.51%,MÉDIO
0393010600018220268_PE 014/2026,,CURATIVO DE ESPUMA ABSORV. ESTERIL (I),52.78%,MÉDIO
13937032000160202636_0326/2025/2026,,NORTRIPTILINA 25MG CX/30 *(C1) (I) (G),59.09%,MÉDIO
13937032000160202636_0326/2025/2026,,NORTRIPTILINA 50MG CX/30 *(C1) (I) (G),59.09%,MÉDIO
13937032000160202636_0326/2025/2026,,NORTRIPTILINA 25MG *(C1) CX/60 CAPS,57.78%,MÉDIO
13937032000160202636_0326/2025/2026,,NORTRIPTILINA 75MG CX/30 CAP (C1) (I) (G),54.17%,MÉDIO
6302553000010420255589_90432/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,52.31%,MÉDIO
13864377000130202620_90013/2026,,HEPARINA 5000UI C/25 F/A 5ML IV (I),53.33%,MÉDIO
13864377000130202620_90013/2026,,"TIMOLOL 0,5% SOL. OFT. 5 ML",53.33%,MÉDIO
6074731800016220251934_91598/2025,,CLINDAMICINA 600 MG/4ML CX/100 AMP (G),62.65%,MÉDIO
6074731800016220251934_91598/2025,,ONDANSETRONA 8MG  CX/100 AMP (G) 4ML,57.50%,MÉDIO
6074731800016220251934_91598/2025,,CLINDAMICINA 300 MG CX/ 16 CAP (I) (G),55.00%,MÉDIO
6074731800016220251934_91598/2025,,"BUPIVACAINA 0,5% PESADA EST. C/40 AMP 4ML",53.49%,MÉDIO
6074731800016220251934_91598/2025,,LIDOCAINA 2% S/V C/100 AMP.5ML (G),51.28%,MÉDIO
6074731800016220251935_91686/2025,,"DESLANOSIDEO 0,2MG/ML 50 AMP 2ML DESLANOL",72.94%,ALTO
6074731800016220251935_91686/2025,,CIMETIDINA 300 MG CX/100  AMP.2 ML,57.14%,MÉDIO
6074731800016220251935_91686/2025,,CLONIDINA 150 MCG/ML 1ML C/25 AMP,54.55%,MÉDIO
6074731800016220251935_91686/2025,,DICLOF.SODIO 75 MG C/100 (S) AMP 3 ML (I),54.32%,MÉDIO
6074731800016220251935_91686/2025,,ADRENALINA 1 MG CX/100 (S) AMP.1 ML,53.33%,MÉDIO
6074731800016220251933_91590/2025,,CEFUROXIMA 750 MG CX C/50 F/A (G),62.22%,MÉDIO
6074731800016220251933_91590/2025,,AZITROMICINA 500MG PO LIOF CX/ 10 F/A (G),57.14%,MÉDIO
6074731800016220251933_91590/2025,,AZITROMICINA 500MG C/500 CPRS (S) (I),55.91%,MÉDIO
6074731800016220251933_91590/2025,,HEPARINA SOD.5000 UI F/A 5ML PARINEX C/50,53.47%,MÉDIO
6074731800016220251933_91590/2025,,CETOPROFENO 100MG IV C/50 F/A PO (G),53.19%,MÉDIO
00394544000185202657_91004/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,52.38%,MÉDIO
6074731800016220251929_91584/2025,,"NALOXONA 0,4MG/ML 1ML *(C-1) C/50 (G)",82.35%,ALTO
6074731800016220251929_91584/2025,,CEFALEXINA 500 MG C/10 CAP (I) (G),72.34%,ALTO
6074731800016220251929_91584/2025,,TRAMADOL 50 MG/ML C/50 AMP 1ML *(A-2) (G),56.52%,MÉDIO
6074731800016220251929_91584/2025,,"VITAMINA ""C""  500 MG CX/100 AMP.5 ML",56.52%,MÉDIO
6074731800016220251929_91584/2025,,"ACIDO FOLICO 0,2MG/ML 30ML",55.56%,MÉDIO
0161251600015020263_160/2025/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
46631248000151202585_00090/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,53.33%,MÉDIO
07954480000179202525384_202516248/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,60.24%,MÉDIO
07954480000179202525384_202516248/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,59.26%,MÉDIO
07954480000179202525384_202516248/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,57.50%,MÉDIO
07954480000179202525384_202516248/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,57.50%,MÉDIO
07954480000179202525384_202516248/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,57.50%,MÉDIO
6799502700013220261_02/2026/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,50.98%,MÉDIO
016125160001502025296_00160/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
13937032000160202655_007/2026/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
463745000001942026127_90166/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,52.00%,MÉDIO
46374500000194202512868_90367/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
46374500000194202512867_90355/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
46374500000194202512870_90369/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
46377800000127202668_90002/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
08916785000159202546_00036/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
07954605000160202629_90011/2026/2026,,CURATIVO DE ESPUMA ABSORV. ESTERIL (I),50.51%,MÉDIO
13128798001094202619_PE0024/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
07954480000179202525398_202525224/2025,,CREME DERMO PROTETOR 60G RESTAURADOR,55.38%,MÉDIO
07954480000179202525398_202525224/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.17%,MÉDIO
07954480000179202525400_202524671/2025,,CREME DERMO PROTETOR 60G RESTAURADOR,54.55%,MÉDIO
4573555200018620267_PE 001/2026/2026,,MASCARA DESC. TRIPLA CAMADA PROT. FACIAL,50.85%,MÉDIO
13937032000160202667_012/2026/2026,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,66.67%,MÉDIO
13937032000160202667_012/2026/2026,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,66.67%,MÉDIO
13937032000160202667_012/2026/2026,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,66.67%,MÉDIO
13937032000160202667_012/2026/2026,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,65.45%,MÉDIO
13937032000160202667_012/2026/2026,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,63.16%,MÉDIO
1386437700013020252234_91242/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
46377800000127202670_90001/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
151807140001042025328_90137/2025,,"COMPLEXO ""B"" C/500 DRG",57.14%,MÉDIO
60448040000122202618_90017/2026,,CLOR.DE POTASSIO 6% ORAL 100ML C/50,80.70%,ALTO
60448040000122202618_90017/2026,,CLOR.DE POTASSIO 10%  10ML CX 200,76.00%,ALTO
60448040000122202618_90017/2026,,"CLOR.DE POTASSIO 19,1%  CX/200 AMP 10 ML",73.33%,ALTO
60448040000122202618_90017/2026,,TIGECICLINA 50 MG  PO LIOF INJ 10 FA,65.38%,MÉDIO
60448040000122202618_90017/2026,,"CLOR.DE POTASSIO 19,1%  10ML CX 200",65.31%,MÉDIO
6799502700013220264_07/2026/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,53.66%,MÉDIO
07954480000179202525403_202514436/2025,,CREME DERMO PROTETOR 60G RESTAURADOR,54.55%,MÉDIO
07954480000179202525404_202524099/2025,,CREME DERMO PROTETOR 60G RESTAURADOR,55.38%,MÉDIO
07954480000179202525404_202524099/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.17%,MÉDIO
07954480000179202525406_202524758/2025,,CREME DERMO PROTETOR 60G RESTAURADOR,54.55%,MÉDIO
07954480000179202525407_202511382/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,60.24%,MÉDIO
07954480000179202525407_202511382/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,59.26%,MÉDIO
07954480000179202525407_202511382/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,57.50%,MÉDIO
07954480000179202525407_202511382/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,57.50%,MÉDIO
07954480000179202525407_202511382/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,57.50%,MÉDIO
0874168800017220263_10001/2026,,MASCARA DESC. TRIPLA CAMADA PROT. FACIAL,50.94%,MÉDIO
