licitacao_id,item_portfolio_id,descricao_portfolio,score,tipo_match
466345980001712025732_00109/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.56%,MÉDIO
13937032000160202669_0328/2025/2026,,ABIRATERONA 250MG C/120 CPR (G),55.00%,MÉDIO
13937032000160202670_0329/2025/2026,,METRONIDAZOL 4% SUSP 120ML (G),61.54%,MÉDIO
13937032000160202670_0329/2025/2026,,LORATADINA 10MG C/12 CPR,58.82%,MÉDIO
13937032000160202670_0329/2025/2026,,METRONIDAZOL 250MG C/600 CPRS (G),55.81%,MÉDIO
13937032000160202670_0329/2025/2026,,LORATADINA 1MG/ML FR 100ML,55.56%,MÉDIO
13937032000160202668_0327/2025/2026,,"METILERGOMETRINA 0,2MG 1ML C/50",68.09%,MÉDIO
13937032000160202668_0327/2025/2026,,METRONIDAZOL 4% SUSP 120ML (G),61.54%,MÉDIO
13937032000160202668_0327/2025/2026,,METRONIDAZOL 250MG C/600 CPRS (G),55.81%,MÉDIO
46068425000133202685_90011/2026,,CATETER TIPO OCULOS PEDIATRICO C/INT NASAL,51.06%,MÉDIO
0039470000010820264_90001/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
46374500000194202512896_90353/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
00394544000185202677_91010/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,50.00%,MÉDIO
46374500000194202512897_90349/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
24082016000159202624_90001/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,53.66%,MÉDIO
087611400001942025404_90226/2025,,MASCARA DESC. TRIPLA CAMADA PROT. FACIAL,51.49%,MÉDIO
07954480000179202525420_202524743/2025,,CREME DERMO PROTETOR 60G RESTAURADOR,54.55%,MÉDIO
0715857800011020263_02207/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
0715857800011020263_02207/2026,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,50.00%,MÉDIO
0715857800011020263_02207/2026,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,50.00%,MÉDIO
0715857800011020263_02207/2026,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,50.00%,MÉDIO
071585780001102025148_66/2025-1/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
071585780001102025148_66/2025-1/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,50.00%,MÉDIO
071585780001102025148_66/2025-1/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,50.00%,MÉDIO
071585780001102025148_66/2025-1/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,50.00%,MÉDIO
6074731800016220251948_91621/2025,,CLORPROMAZINA 100MG C/100 CPR CLOPROMAZ,54.21%,MÉDIO
6074731800016220251950_91619/2025,,"DIGOXINA 0,25 MG CPR C/20 (G)",74.42%,ALTO
6074731800016220251950_91619/2025,,ATORVASTATINA 10MG CX/30 CPRS (G),73.47%,ALTO
6074731800016220251950_91619/2025,,ATORVASTATINA CALCICA 20MG C/30 CPR (G),72.41%,ALTO
6074731800016220251950_91619/2025,,ATORVASTATINA 40MG CX/30 CPRS (G),62.07%,MÉDIO
6074731800016220251950_91619/2025,,ROSUVASTATINA CALCICA 10MG C/30 (I) (G),57.14%,MÉDIO
1057202200018020251381_90899/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
13864377000130202643_90038/2026,,RIVAROXABANA 10MG CX/30 CPR,61.54%,MÉDIO
13864377000130202643_90038/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
00394429000100202679_90001/2026,,CURATIVO DE ESPUMA ABSORV. ESTERIL (I),54.29%,MÉDIO
60448040000122202630_90030/2026,,MASCARA DESC. TRIPLA CAMADA PROT. FACIAL,55.32%,MÉDIO
60448040000122202630_90030/2026,,SUPORTE DE CAMA REGULAVEL P/ FR. 500ML,54.35%,MÉDIO
60448040000122202630_90030/2026,,MASCARA DESC.C/ELAST.TRIPLA BRANCA C/50,53.76%,MÉDIO
60448040000122202630_90030/2026,,FRASCO P/NUTRIÇÃO ENT 300ML TAMPA CRUZ,53.19%,MÉDIO
60448040000122202630_90030/2026,,FRASCO P/NUTRICÃO ENTERAL 300ML,52.87%,MÉDIO
63025530000104202662_90012/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,53.33%,MÉDIO
63025530000104202662_90012/2026,,MONITOR DE GLICOSE ON CALL PLUS,51.61%,MÉDIO
463745000001942026158_90136/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
2267887400013520268_90200/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
4515213900019920264_003/2026/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
087611400001942025409_19000-226/2025,,MASCARA DESC. TRIPLA CAMADA PROT. FACIAL,51.49%,MÉDIO
07954480000179202525430_202508027/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,60.24%,MÉDIO
07954480000179202525430_202508027/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,59.26%,MÉDIO
07954480000179202525430_202508027/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,57.50%,MÉDIO
07954480000179202525430_202508027/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,57.50%,MÉDIO
07954480000179202525430_202508027/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,57.50%,MÉDIO
1483085300016520264_000008/2026,,SERINGA 3 ML C/AGULHA LOCK,79.07%,ALTO
1483085300016520264_000008/2026,,SERINGA 5 ML C/AGULHA LOCK,79.07%,ALTO
1483085300016520264_000008/2026,,"SERINGA 0,5 ML C/AGULHA 8,0 X 0,30 P/INSULINA",77.61%,ALTO
1483085300016520264_000008/2026,,SERINGA 20 ML C/AGULHA LOCK,77.27%,ALTO
1483085300016520264_000008/2026,,SERINGA 60 ML S/AGULHA LOCK,77.27%,ALTO
07954480000179202525437_202515944/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,60.24%,MÉDIO
07954480000179202525437_202515944/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,59.26%,MÉDIO
07954480000179202525437_202515944/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,57.50%,MÉDIO
07954480000179202525437_202515944/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,57.50%,MÉDIO
07954480000179202525437_202515944/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,57.50%,MÉDIO
177541360001902025279_00051/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
07954480000179202525438_202529202/2025,,CREME DERMO PROTETOR 60G RESTAURADOR,54.55%,MÉDIO
466344810001982025434_109 | Processo 14852/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.74%,MÉDIO
13937032000160202684_0331/2025/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
13937032000160202683_0330/2025/2026,,PARACETAMOL 500 MG C/500 CPR,62.86%,MÉDIO
13937032000160202683_0330/2025/2026,,OLEO MINERAL 100MG/ML FR.100 ML,60.00%,MÉDIO
13937032000160202683_0330/2025/2026,,"LEVOFLOXACINO INJ, 5 MG/ML 150 ML C/5",59.09%,MÉDIO
13937032000160202683_0330/2025/2026,,LEVOFLOXACINO 500 MG CX/10 COM (G),57.78%,MÉDIO
13937032000160202683_0330/2025/2026,,PARACETAMOL 200MG/ML FR 15ML,56.41%,MÉDIO
0039442900010020254024_90020/2025,,ABSORVENTE HOSPITALAR PCT/20 FD 160,54.05%,MÉDIO
0039442900010020254024_90020/2025,,CURATIVO DE ESPUMA ABSORV. ESTERIL (I),54.05%,MÉDIO
0039442900010020254024_90020/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,53.33%,MÉDIO
0039442900010020254024_90020/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,53.33%,MÉDIO
0039442900010020254024_90020/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,53.33%,MÉDIO
6074731800016220251955_91593/2025,,AZITROMICINA 500MG C/500 CPRS (S) (I),69.84%,MÉDIO
6074731800016220251955_91593/2025,,AZITROMICINA 600 MG 15 ML C/50 AZITROPHAR,67.61%,MÉDIO
6074731800016220251955_91593/2025,,AZITROMICINA 600MG PO+SER 15ML C/50 (G),62.69%,MÉDIO
6074731800016220251955_91593/2025,,AZITROMICINA 500MG PO LIOF CX/ 10 F/A (G),61.76%,MÉDIO
6074731800016220251955_91593/2025,,CINARIZINA 75 MG CX/500 COMP. (I) (G),61.29%,MÉDIO
46374500000194202512910_90343/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
13864377000130202647_90047/2026,,PREDNISONA 20 MG CX/20 CPR (G),78.05%,ALTO
13864377000130202647_90047/2026,,PREDNISONA 5 MG CX/20 CPR (G),74.42%,ALTO
13864377000130202647_90047/2026,,HIOSCINA 20 MG 1ML C/100 (G),51.43%,MÉDIO
46374500000194202512911_90344/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
00394544000185202693_90004/2026,,"SORO FISIOLOGICO 0,9 % SF FR 500 ML",82.14%,ALTO
00394544000185202693_90004/2026,,"SORO FISIOLOGICO 0,9% SF BOLSA 1000ML",77.97%,ALTO
00394544000185202693_90004/2026,,"SORO FISIOLOGICO 0,9 % SF C/50 FR 250 ML",75.41%,ALTO
00394544000185202693_90004/2026,,"SORO FISIOLOGICO 0,9 % SF C/60 FR 100 ML",75.41%,ALTO
00394544000185202693_90004/2026,,"SORO FISIOLOGICO 0,9% SF 100ML C/100 BOLSAS",70.77%,ALTO
46374500000194202512912_90350/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
00394544000185202696_91013/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,50.00%,MÉDIO
13864377000130202648_90048/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,65.12%,MÉDIO
13864377000130202648_90048/2026,,SERINGA 60 ML S/AGULHA LOCK,65.00%,MÉDIO
13864377000130202648_90048/2026,,SERINGA 3 ML C/AGULHA LOCK,55.56%,MÉDIO
13864377000130202648_90048/2026,,SERINGA 5 ML C/AGULHA LOCK,55.56%,MÉDIO
13864377000130202648_90048/2026,,SERINGA 20 ML C/AGULHA LOCK,54.05%,MÉDIO
03930106000182202615_PE 025/2026,,CURATIVO DE ESPUMA ABSORV. ESTERIL (I),53.12%,MÉDIO
03930106000182202616_PE 029/2026,,CURATIVO DE ESPUMA ABSORV. ESTERIL (I),53.12%,MÉDIO
03930106000182202617_PE 032/2026,,CURATIVO DE ESPUMA ABSORV. ESTERIL (I),52.31%,MÉDIO
07954480000179202525448_202521773/2025,,CREME DERMO PROTETOR 60G RESTAURADOR,53.73%,MÉDIO
13937032000160202693_015/2026/2026,,FRALDA G INFANTIL PCT C/60 FD 240,62.50%,MÉDIO
13937032000160202693_015/2026/2026,,FRALDA M INFANTIL  PCT C/70 FD 280,62.50%,MÉDIO
13937032000160202693_015/2026/2026,,FRALDA P INFANTIL PCT C/80 FD 320,62.50%,MÉDIO
13937032000160202693_015/2026/2026,,FRALDA XXG INFANTIL PCT C/40 FD 160,60.00%,MÉDIO
13937032000160202693_015/2026/2026,,FRALDA XXG/EGG INFANTIL  PCT C/40 FD 160,55.56%,MÉDIO
22078679000174202570_90052/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,50.00%,MÉDIO
46374500000194202512922_90346/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
4606842500013320253219_90572/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
46374500000194202512926_90306/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
4637450000019420261428_90004/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,51.52%,MÉDIO
07954480000179202525456_202524096/2025,,CREME DERMO PROTETOR 60G RESTAURADOR,55.38%,MÉDIO
07954480000179202525456_202524096/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.17%,MÉDIO
67995027000132202614_09/2026/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,53.66%,MÉDIO
4663416800015020262_00003/2026,,"SERINGA 0,5 ML C/AGULHA 8,0 X 0,30 P/INSULINA",56.14%,MÉDIO
2481027700014820264_(8615) | 1-0/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
466344810001982025435_00109/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.74%,MÉDIO
27142058000126202610_00007/2026,,SULFADIAZINA PRATA 10MG PT 400G (G),70.59%,ALTO
27142058000126202610_00007/2026,,SULFADIAZINA PRATA 10MG/ BIS 30G (G),70.59%,ALTO
27142058000126202610_00007/2026,,"ACIDO FOLICO 0,2MG/ML 30ML",63.16%,MÉDIO
27142058000126202610_00007/2026,,ACIDO FOLICO 5MG CX/500 CPRS HIPOFOL,50.00%,MÉDIO
139370320001602026113_Pe001/2026/2026,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,53.76%,MÉDIO
139370320001602026113_Pe001/2026/2026,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,52.75%,MÉDIO
139370320001602026113_Pe001/2026/2026,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,51.11%,MÉDIO
139370320001602026113_Pe001/2026/2026,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,51.11%,MÉDIO
139370320001602026113_Pe001/2026/2026,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,51.11%,MÉDIO
1410976300018020269_0009/2026/2026,,SERINGA 20 ML C/AGULHA LOCK,85.11%,ALTO
1410976300018020269_0009/2026/2026,,SERINGA 5 ML C/AGULHA LOCK,84.44%,ALTO
1410976300018020269_0009/2026/2026,,SERINGA 3 ML C/AGULHA LOCK,79.07%,ALTO
1410976300018020269_0009/2026/2026,,SERINGA 10 ML C/AGULHA 25 X 7 SLIP,78.57%,ALTO
1410976300018020269_0009/2026/2026,,SERINGA 60 ML S/AGULHA LOCK,77.27%,ALTO
03277610000125202630_90006/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
463778000001272026118_90005/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
463745000001942026307_90145/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
463745000001942026309_90144/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
463745000001942026312_90142/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
24082016000159202629_90010/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,53.66%,MÉDIO
463745000001942026310_90141/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
07954605000160202694_90027/2026,,ACEBROFILINA 5MG/ML XPE INF 120ML,53.33%,MÉDIO
07954605000160202694_90027/2026,,ACEBROFILINA XPE ADU. 10MG/ML 120 ML (G),52.17%,MÉDIO
07954605000160202694_90027/2026,,ACEBROFILINA 10MG/ML XPE AD 120ML (G),51.06%,MÉDIO
07954480000179202525564_202525128/2025,,CREME DERMO PROTETOR 60G RESTAURADOR,55.38%,MÉDIO
07954480000179202525564_202525128/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.17%,MÉDIO
07954480000179202424994_202433760/2024,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
07954480000179202424994_202433760/2024,,MASCARA DESC. TRIPLA CAMADA PROT. FACIAL,50.00%,MÉDIO
45132495000140202612_00012/2026,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,58.06%,MÉDIO
45132495000140202612_00012/2026,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,58.06%,MÉDIO
45132495000140202612_00012/2026,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,58.06%,MÉDIO
45132495000140202612_00012/2026,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,57.14%,MÉDIO
45132495000140202612_00012/2026,,ABSORVENTE HOSPITALAR PCT/20 FD 160,55.74%,MÉDIO
07954480000179202525567_202530204/2025,,CREME DERMO PROTETOR 60G RESTAURADOR,55.38%,MÉDIO
07954480000179202525567_202530204/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.17%,MÉDIO
0446183600014420261_00004/2026,,CURATIVO DE ESPUMA ABSORV. ESTERIL (I),54.79%,MÉDIO
2708060500205920267_001/2026/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
2708060500205920268_002/2026/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
2708060500205920268_002/2026/2026,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,51.11%,MÉDIO
139370320001602026160_0338/2025/2026,,DEXCLOR+BETAMETASONA (G) FR 120ML,55.81%,MÉDIO
139370320001602026161_0339/2025/2026,,LAMOTRIGINA 25 MG C/30 CPR (G),56.41%,MÉDIO
139370320001602026161_0339/2025/2026,,LAMOTRIGINA 100MG CX C/30CPR *(C1),52.38%,MÉDIO
139370320001602026163_0341/2025/2026,,ACIDO URSODESOXICOLICO 300MG C/30 CAP (I),58.18%,MÉDIO
139370320001602026163_0341/2025/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
1072844400010020264_90001/2026,,CURATIVO DE ESPUMA ABSORV. ESTERIL (I),51.69%,MÉDIO
463745000001942026333_90154/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
184313120006202025299_90580/2025,,AMITRIPTILINA 25 MG CX/200 CPR *(C-1),64.00%,MÉDIO
184313120006202025299_90580/2025,,AMOXICILINA 500 MG CX/ 21 CAPS (G),62.22%,MÉDIO
184313120006202025299_90580/2025,,ACICLOVIR 200 MG CX/30 CPR (G),60.00%,MÉDIO
184313120006202025299_90580/2025,,AMOXICILINA 250MG/ML FR 150ML HOSP. (G),56.00%,MÉDIO
184313120006202025299_90580/2025,,ACICLOVIR 250 MG IV CX/50 F/A (G),55.81%,MÉDIO
003944290001002026130_90010/2026,,CURATIVO DE ESPUMA ABSORV. ESTERIL (I),54.29%,MÉDIO
03930106000182202625_PE 048/2026,,CURATIVO DE ESPUMA ABSORV. ESTERIL (I),52.78%,MÉDIO
12474705000120202621_90008/2026,,DEXAMETASONA 4 MG CX.C/10 CPR (G),55.81%,MÉDIO
12474705000120202621_90008/2026,,CLINDAMICINA 300 MG CX/ 16 CAP (I) (G),53.33%,MÉDIO
12474705000120202621_90008/2026,,DEXAMETASONA 2 MG AMP.1ML CX/100 (G),52.17%,MÉDIO
12474705000120202621_90008/2026,,DEXAMETASONA CREM 1MG/G CX/100 BIS (G),52.17%,MÉDIO
12474705000120202621_90008/2026,,DEXAMETASONA CREME 1MG/G CX/50 10G (G),52.17%,MÉDIO
0039454400018520253153_90130/2025,,ALCOOL 70% MEDICAMENTO 1000 ML,55.56%,MÉDIO
13864377000130202687_90084/2026,,LEVOTIROXINA 150MG C/50,68.57%,MÉDIO
13864377000130202687_90084/2026,,LEVOTIROXINA 25MCG C/30 (I) (G),61.54%,MÉDIO
13864377000130202687_90084/2026,,LEVOTIROXINA 50MCG C/30 (I) (G),61.54%,MÉDIO
13864377000130202687_90084/2026,,LEVOTIROXINA 100MCG C/30 (I) (G),60.00%,MÉDIO
13864377000130202687_90084/2026,,LEVOTIROXINA 25MCG C/50 CPR (I),58.54%,MÉDIO
337810550001352026110_90001/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
4648283200019220261_1 | Processo 239/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
139370320001602026184_0342/2025/2026,,ESCITALOPRAM 20MG/ML 15ML (G),61.54%,MÉDIO
139370320001602026184_0342/2025/2026,,ESCITALOPRAM 20MG CX/30 CPR (G),58.54%,MÉDIO
139370320001602026184_0342/2025/2026,,DEXMEDETOMIDINA 100 MCG/ML C/25 FA 2ML,56.60%,MÉDIO
139370320001602026184_0342/2025/2026,,ESCITALOPRAM 10MG CX/28 CPR (I) (G),55.81%,MÉDIO
139370320001602026186_0344/2025/2026,,DEXAMETASONA 4 MG CX.C/10 CPR (G),55.81%,MÉDIO
139370320001602026186_0344/2025/2026,,DEXAMETASONA 2 MG AMP.1ML CX/100 (G),52.17%,MÉDIO
139370320001602026186_0344/2025/2026,,DEXAMETASONA CREM 1MG/G CX/100 BIS (G),52.17%,MÉDIO
139370320001602026186_0344/2025/2026,,DEXAMETASONA CREME 1MG/G CX/50 10G (G),52.17%,MÉDIO
139370320001602026186_0344/2025/2026,,DULOXETINA 60MG *(C1) C/30 CAP (G),51.28%,MÉDIO
139370320001602026185_0343/2025/2026,,LAMOTRIGINA 25 MG C/30 CPR (G),56.41%,MÉDIO
139370320001602026185_0343/2025/2026,,LAMOTRIGINA 100MG CX C/30CPR *(C1),52.38%,MÉDIO
184313120006202025300_90644/2025,,ALBENDAZOL 400MG CX/100 CPRS (G),50.00%,MÉDIO
13864377000130202693_90093/2026,,DIVALPROATO SODIO 250MG C/30 CPR,69.39%,MÉDIO
1831383300017820265_Adesão - 6/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,53.66%,MÉDIO
1831383300017820266_Adesão - 5/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,53.66%,MÉDIO
1830103600017020261_00002/2026,,FRASCO P/NUTRICÃO ENTERAL 300ML,68.09%,MÉDIO
1830103600017020261_00002/2026,,FRASCO P/NUTRIÇÃO ENTERAL 300ML,68.09%,MÉDIO
1830103600017020261_00002/2026,,FRASCO P/NUTRIÇÃO ENTERAL 300 ML,66.67%,MÉDIO
46588950000180202639_01262/2026,,ALCOOL 70% 430 GR GEL,66.67%,MÉDIO
43465459000173202659_116/2025/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
18675934000199202612_011/2026/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
46522967000134202612_00012/2026,,"SERINGA 0,5 ML C/AGULHA 8,0 X 0,30 P/INSULINA",56.14%,MÉDIO
139370320001602026194_0345/2025/2026,,RIVAROXABANA 10MG CX/30 CPR,61.54%,MÉDIO
139370320001602026194_0345/2025/2026,,ROSUVASTATINA CALCICA 10MG C/30 (I) (G),54.17%,MÉDIO
139370320001602026194_0345/2025/2026,,METFORMINA 500MG C/30 CPR (G),54.05%,MÉDIO
139370320001602026194_0345/2025/2026,,ROSUVASTATINA CALCICA 20MG C/30 CPR (G),52.00%,MÉDIO
139370320001602026194_0345/2025/2026,,METFORMINA 850 MG C/500 CPR (G),51.28%,MÉDIO
139370320001602026195_0001/2026/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
139370320001602026195_0001/2026/2026,,ENALAPRIL 5 MG C/500 CPR (G),51.43%,MÉDIO
139370320001602026195_0001/2026/2026,,ENALAPRIL 10 MG C/500 CPR (G),50.00%,MÉDIO
139370320001602026195_0001/2026/2026,,ENALAPRIL 20 MG CX/30 CPR (G),50.00%,MÉDIO
139370320001602026197_0002/2026/2026,,FENOBARBITAL 4% GTS VD 20 ML (G),58.54%,MÉDIO
139370320001602026197_0002/2026/2026,,FENOBARBITAL 100 MG C/200 CPR (B1) (I) (G),50.00%,MÉDIO
139370320001602026198_0003/2026/2026,,CLOPIDOGREL 75 MG CX/30 COMP (I) (G),51.16%,MÉDIO
60747318000162202645_90021/2026,,CARBONATO LITIO 300 MG *(C1) BLYT CX/50 COMP,57.14%,MÉDIO
60747318000162202645_90021/2026,,CINARIZINA 25 MG CX/30 COMP (I) (G),56.67%,MÉDIO
60747318000162202645_90021/2026,,AMIODARONA 200 MG CX/500 CPR (I) (G),55.74%,MÉDIO
60747318000162202645_90021/2026,,CINARIZINA 75 MG CX/500 COMP. (I) (G),55.74%,MÉDIO
60747318000162202645_90021/2026,,CLOPIDOGREL 75 MG CX/30 COMP (I) (G),55.74%,MÉDIO
46854998000192202628_90024/2026,,"SERINGA 0,5 ML C/AGULHA 8,0 X 0,30 P/INSULINA",71.88%,ALTO
46854998000192202628_90024/2026,,SERINGA 3 ML C/AGULHA LOCK,70.00%,ALTO
46854998000192202628_90024/2026,,SERINGA 5 ML C/AGULHA LOCK,70.00%,ALTO
46854998000192202628_90024/2026,,SERINGA 20 ML C/AGULHA LOCK,68.29%,MÉDIO
46854998000192202628_90024/2026,,SERINGA 60 ML S/AGULHA LOCK,68.29%,MÉDIO
463745000001942026458_90005/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,57.14%,MÉDIO
00394700000108202633_90026/2026,,"VITAMINA ""C""  500 MG CX/500 CPRS",57.14%,MÉDIO
00394700000108202633_90026/2026,,MEROPENEN 500MG C/25 F/A (G),51.43%,MÉDIO
138643770001302026100_90099/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
184313120006202025304_90642/2025,,GLIBENCLAMIDA 5 MG CX.C/450 GLICAMIN,53.06%,MÉDIO
60448040000122202650_90052/2026,,MUPIROCINA 2% CREME BIS 15G (G),92.31%,ALTO
60448040000122202650_90052/2026,,METOCLOPRAMIDA 4MG/ML 10 ML C/200,80.00%,ALTO
60448040000122202650_90052/2026,,NISTATINA 25.000UI/G CR.VAG 60 G+APLIC (G),73.68%,ALTO
60448040000122202650_90052/2026,,TIGECICLINA 50 MG  PO LIOF INJ 10 FA,72.73%,ALTO
60448040000122202650_90052/2026,,METOCLOPRAMIDA 10MG CX/240 AMP.2 ML,70.37%,ALTO
07424905000138202647_90043/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,50.75%,MÉDIO
014095800001382026159_117264/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,55.00%,MÉDIO
0161264000011520262_00002/2026,,MASCARA DESC. TRIPLA CAMADA PROT. FACIAL,50.94%,MÉDIO
1808065500018220264_00003/2026,,FRASCO P/NUTRICÃO ENTERAL 300ML,68.09%,MÉDIO
1808065500018220264_00003/2026,,FRASCO P/NUTRIÇÃO ENTERAL 300ML,68.09%,MÉDIO
1808065500018220264_00003/2026,,FRASCO P/NUTRIÇÃO ENTERAL 300 ML,66.67%,MÉDIO
03930106000182202629_PE 053/2026,,CURATIVO DE ESPUMA ABSORV. ESTERIL (I),52.78%,MÉDIO
18140756000100202614_00012/2026,,ALCOOL 70% MEDICAMENTO 1000 ML,65.12%,MÉDIO
18140756000100202614_00012/2026,,EFEDRINA 50MG/ML 1ML C/50 (G),54.05%,MÉDIO
1769500800011220267_00003/2026,,SUPLEMENTO ALIMENTAR 340 MG CX/510 CPR,75.41%,ALTO
11022597001597202615_00006/2026,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,50.85%,MÉDIO
11022597001597202616_00005/2026,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,50.85%,MÉDIO
07954480000179202525606_202527792/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,60.24%,MÉDIO
07954480000179202525606_202527792/2025,,AVENTAL DESC. HOSPITALAR 20 G PCT C/10,59.26%,MÉDIO
07954480000179202525606_202527792/2025,,AVENTAL DESC. HOSPITALAR 30G PCT C/10,57.50%,MÉDIO
07954480000179202525606_202527792/2025,,AVENTAL DESC. HOSPITALAR 40G PCT C/10,57.50%,MÉDIO
07954480000179202525606_202527792/2025,,AVENTAL DESC. HOSPITALAR 50G PCT C/10,57.50%,MÉDIO
07954480000179202525603_202516674/2025,,AVENTAL DESC. HOSPITALAR EST. 50G PCT C/1,60.24%,MÉDIO
